targetFix	distractorFix	othersFix	startOfBin	trialID	target	distractor	sound	absoluteTime	Critical.Or.Not
0	0	3	790	I203	undef	undef	lootball	39469.825	I
0	0	3	800	I203	undef	undef	lootball	39479.825	I
0	0	3	810	I203	undef	undef	lootball	39489.825	I
0	0	3	820	I203	undef	undef	lootball	39499.825	I
0	0	3	830	I203	undef	undef	lootball	39509.825	I
0	0	3	840	I203	undef	undef	lootball	39519.825	I
0	0	3	850	I203	undef	undef	lootball	39529.825	I
0	0	1	860	I203	undef	undef	lootball	39539.825	I
0	0	0	870	I203	undef	undef	lootball	39549.825	I
0	0	3	880	I203	undef	undef	lootball	39559.825	I
0	0	3	890	I203	undef	undef	lootball	39569.825	I
0	0	3	900	I203	undef	undef	lootball	39579.825	I
0	0	3	910	I203	undef	undef	lootball	39589.825	I
0	0	3	920	I203	undef	undef	lootball	39599.825	I
0	0	3	930	I203	undef	undef	lootball	39609.825	I
0	0	3	940	I203	undef	undef	lootball	39619.825	I
0	0	3	950	I203	undef	undef	lootball	39629.825	I
0	0	3	960	I203	undef	undef	lootball	39639.825	I
0	0	3	970	I203	undef	undef	lootball	39649.825	I
0	0	3	980	I203	undef	undef	lootball	39659.825	I
0	0	3	990	I203	undef	undef	lootball	39669.825	I
0	0	3	1000	I203	undef	undef	lootball	39679.825	I
0	0	3	1010	I203	undef	undef	lootball	39689.825	I
0	0	3	1020	I203	undef	undef	lootball	39699.825	I
0	0	3	1030	I203	undef	undef	lootball	39709.825	I
0	0	3	1040	I203	undef	undef	lootball	39719.825	I
0	0	3	1050	I203	undef	undef	lootball	39729.825	I
0	0	3	1060	I203	undef	undef	lootball	39739.825	I
0	0	3	1070	I203	undef	undef	lootball	39749.825	I
0	0	3	1080	I203	undef	undef	lootball	39759.825	I
0	0	3	1090	I203	undef	undef	lootball	39769.825	I
0	0	3	1100	I203	undef	undef	lootball	39779.825	I
0	0	3	1110	I203	undef	undef	lootball	39789.825	I
0	0	0	1120	I203	undef	undef	lootball	39799.825	I
0	0	0	1130	I203	undef	undef	lootball	39809.825	I
0	0	1	1140	I203	undef	undef	lootball	39819.825	I
0	0	3	1150	I203	undef	undef	lootball	39829.825	I
0	0	3	1160	I203	undef	undef	lootball	39839.825	I
0	0	3	1170	I203	undef	undef	lootball	39849.825	I
0	0	3	1180	I203	undef	undef	lootball	39859.825	I
0	0	3	1190	I203	undef	undef	lootball	39869.825	I
0	0	3	1200	I203	undef	undef	lootball	39879.825	I
0	0	3	1210	I203	undef	undef	lootball	39889.825	I
0	0	3	1220	I203	undef	undef	lootball	39899.825	I
0	0	3	1230	I203	undef	undef	lootball	39909.825	I
0	0	3	1240	I203	undef	undef	lootball	39919.825	I
0	0	3	1250	I203	undef	undef	lootball	39929.825	I
0	0	3	1260	I203	undef	undef	lootball	39939.825	I
0	0	3	1270	I203	undef	undef	lootball	39949.825	I
0	0	3	1280	I203	undef	undef	lootball	39959.825	I
0	0	3	1290	I203	undef	undef	lootball	39969.825	I
0	0	3	1300	I203	undef	undef	lootball	39979.825	I
0	0	3	1310	I203	undef	undef	lootball	39989.825	I
0	0	2	1320	I203	undef	undef	lootball	39999.825	I
0	0	0	1330	I203	undef	undef	lootball	40009.825	I
0	0	3	1340	I203	undef	undef	lootball	40019.825	I
0	0	3	1350	I203	undef	undef	lootball	40029.825	I
0	0	3	1360	I203	undef	undef	lootball	40039.825	I
0	0	3	1370	I203	undef	undef	lootball	40049.825	I
0	0	3	1380	I203	undef	undef	lootball	40059.825	I
0	0	3	1390	I203	undef	undef	lootball	40069.825	I
0	0	3	1400	I203	undef	undef	lootball	40079.825	I
0	0	3	1410	I203	undef	undef	lootball	40089.825	I
0	0	3	1420	I203	undef	undef	lootball	40099.825	I
0	0	3	1430	I203	undef	undef	lootball	40109.825	I
0	0	3	1440	I203	undef	undef	lootball	40119.825	I
0	0	3	1450	I203	undef	undef	lootball	40129.825	I
0	0	3	1460	I203	undef	undef	lootball	40139.825	I
0	0	2	1470	I203	undef	undef	lootball	40149.825	I
0	0	0	1480	I203	undef	undef	lootball	40159.825	I
0	0	3	1490	I203	undef	undef	lootball	40169.825	I
0	0	3	1500	I203	undef	undef	lootball	40179.825	I
0	0	3	1510	I203	undef	undef	lootball	40189.825	I
0	0	3	1520	I203	undef	undef	lootball	40199.825	I
0	0	3	1530	I203	undef	undef	lootball	40209.825	I
0	0	3	1540	I203	undef	undef	lootball	40219.825	I
0	0	3	1550	I203	undef	undef	lootball	40229.825	I
0	0	3	1560	I203	undef	undef	lootball	40239.825	I
0	0	3	1570	I203	undef	undef	lootball	40249.825	I
0	0	3	1580	I203	undef	undef	lootball	40259.825	I
0	0	3	1590	I203	undef	undef	lootball	40269.825	I
0	0	3	1600	I203	undef	undef	lootball	40279.825	I
0	0	3	1610	I203	undef	undef	lootball	40289.825	I
0	0	3	1620	I203	undef	undef	lootball	40299.825	I
0	0	3	1630	I203	undef	undef	lootball	40309.825	I
0	0	3	1640	I203	undef	undef	lootball	40319.825	I
0	0	3	1650	I203	undef	undef	lootball	40329.825	I
0	0	3	1660	I203	undef	undef	lootball	40339.825	I
0	0	3	1670	I203	undef	undef	lootball	40349.825	I
0	0	3	1680	I203	undef	undef	lootball	40359.825	I
0	0	3	1690	I203	undef	undef	lootball	40369.825	I
0	0	3	1700	I203	undef	undef	lootball	40379.825	I
0	0	3	1710	I203	undef	undef	lootball	40389.825	I
0	0	3	1720	I203	undef	undef	lootball	40399.825	I
0	0	3	1730	I203	undef	undef	lootball	40409.825	I
0	0	3	1740	I203	undef	undef	lootball	40419.825	I
0	0	3	1750	I203	undef	undef	lootball	40429.825	I
0	0	3	1760	I203	undef	undef	lootball	40439.825	I
0	0	3	1770	I203	undef	undef	lootball	40449.825	I
0	0	3	1780	I203	undef	undef	lootball	40459.825	I
0	0	3	1790	I203	undef	undef	lootball	40469.825	I
0	0	3	1800	I203	undef	undef	lootball	40479.825	I
0	0	3	1810	I203	undef	undef	lootball	40489.825	I
0	0	3	1820	I203	undef	undef	lootball	40499.825	I
0	0	3	1830	I203	undef	undef	lootball	40509.825	I
0	0	3	1840	I203	undef	undef	lootball	40519.825	I
0	0	3	1850	I203	undef	undef	lootball	40529.825	I
0	0	3	1860	I203	undef	undef	lootball	40539.825	I
0	0	3	1870	I203	undef	undef	lootball	40549.825	I
0	0	3	1880	I203	undef	undef	lootball	40559.825	I
0	0	3	1890	I203	undef	undef	lootball	40569.825	I
0	0	3	1900	I203	undef	undef	lootball	40579.825	I
0	0	3	1910	I203	undef	undef	lootball	40589.825	I
0	0	3	1920	I203	undef	undef	lootball	40599.825	I
0	0	3	1930	I203	undef	undef	lootball	40609.825	I
0	0	3	1940	I203	undef	undef	lootball	40619.825	I
0	0	3	1950	I203	undef	undef	lootball	40629.825	I
0	0	3	1960	I203	undef	undef	lootball	40639.825	I
0	0	3	1970	I203	undef	undef	lootball	40649.825	I
0	0	3	1980	I203	undef	undef	lootball	40659.825	I
0	0	3	1990	I203	undef	undef	lootball	40669.825	I
0	0	3	2000	I203	undef	undef	lootball	40679.825	I
0	0	3	2010	I203	undef	undef	lootball	40689.825	I
0	0	4	0	I3	undef	undef	loot	45345.02	I
0	0	2	10	I3	undef	undef	loot	45355.02	I
0	0	3	20	I3	undef	undef	loot	45365.02	I
0	0	4	30	I3	undef	undef	loot	45375.02	I
0	0	2	40	I3	undef	undef	loot	45385.02	I
0	0	3	50	I3	undef	undef	loot	45395.02	I
0	0	4	60	I3	undef	undef	loot	45405.02	I
0	0	3	70	I3	undef	undef	loot	45415.02	I
0	0	2	80	I3	undef	undef	loot	45425.02	I
0	0	3	90	I3	undef	undef	loot	45435.02	I
0	0	3	100	I3	undef	undef	loot	45445.02	I
0	0	3	110	I3	undef	undef	loot	45455.02	I
0	0	3	120	I3	undef	undef	loot	45465.02	I
0	0	3	130	I3	undef	undef	loot	45475.02	I
0	0	0	140	I3	undef	undef	loot	45485.02	I
0	0	2	150	I3	undef	undef	loot	45495.02	I
0	0	4	160	I3	undef	undef	loot	45505.02	I
0	0	3	170	I3	undef	undef	loot	45515.02	I
0	0	2	180	I3	undef	undef	loot	45525.02	I
0	0	3	190	I3	undef	undef	loot	45535.02	I
0	0	4	200	I3	undef	undef	loot	45545.02	I
0	0	2	210	I3	undef	undef	loot	45555.02	I
0	0	4	220	I3	undef	undef	loot	45565.02	I
0	0	3	230	I3	undef	undef	loot	45575.02	I
0	0	3	240	I3	undef	undef	loot	45585.02	I
0	0	2	250	I3	undef	undef	loot	45595.02	I
0	0	4	260	I3	undef	undef	loot	45605.02	I
0	0	3	270	I3	undef	undef	loot	45615.02	I
0	0	2	280	I3	undef	undef	loot	45625.02	I
0	0	4	290	I3	undef	undef	loot	45635.02	I
0	0	3	300	I3	undef	undef	loot	45645.02	I
0	0	3	310	I3	undef	undef	loot	45655.02	I
0	0	3	320	I3	undef	undef	loot	45665.02	I
0	0	3	330	I3	undef	undef	loot	45675.02	I
0	0	3	340	I3	undef	undef	loot	45685.02	I
0	0	2	350	I3	undef	undef	loot	45695.02	I
0	0	4	360	I3	undef	undef	loot	45705.02	I
0	0	3	370	I3	undef	undef	loot	45715.02	I
0	0	3	380	I3	undef	undef	loot	45725.02	I
0	0	3	390	I3	undef	undef	loot	45735.02	I
0	0	3	400	I3	undef	undef	loot	45745.02	I
0	0	3	410	I3	undef	undef	loot	45755.02	I
0	0	3	420	I3	undef	undef	loot	45765.02	I
0	0	3	430	I3	undef	undef	loot	45775.02	I
0	0	3	440	I3	undef	undef	loot	45785.02	I
0	0	3	450	I3	undef	undef	loot	45795.02	I
0	0	3	460	I3	undef	undef	loot	45805.02	I
0	0	3	470	I3	undef	undef	loot	45815.02	I
0	0	3	480	I3	undef	undef	loot	45825.02	I
0	0	3	490	I3	undef	undef	loot	45835.02	I
0	0	3	500	I3	undef	undef	loot	45845.02	I
0	0	3	510	I3	undef	undef	loot	45855.02	I
0	0	3	520	I3	undef	undef	loot	45865.02	I
0	0	3	530	I3	undef	undef	loot	45875.02	I
0	0	3	540	I3	undef	undef	loot	45885.02	I
0	0	3	550	I3	undef	undef	loot	45895.02	I
0	0	3	560	I3	undef	undef	loot	45905.02	I
0	0	3	570	I3	undef	undef	loot	45915.02	I
0	0	3	580	I3	undef	undef	loot	45925.02	I
0	0	3	590	I3	undef	undef	loot	45935.02	I
0	0	3	600	I3	undef	undef	loot	45945.02	I
0	0	3	610	I3	undef	undef	loot	45955.02	I
0	0	3	620	I3	undef	undef	loot	45965.02	I
0	0	3	630	I3	undef	undef	loot	45975.02	I
0	0	3	640	I3	undef	undef	loot	45985.02	I
0	0	1	650	I3	undef	undef	loot	45995.02	I
0	0	0	660	I3	undef	undef	loot	46005.02	I
0	0	0	670	I3	undef	undef	loot	46015.02	I
0	0	3	680	I3	undef	undef	loot	46025.02	I
0	0	3	690	I3	undef	undef	loot	46035.02	I
0	0	3	700	I3	undef	undef	loot	46045.02	I
0	0	3	710	I3	undef	undef	loot	46055.02	I
0	0	3	720	I3	undef	undef	loot	46065.02	I
0	0	3	730	I3	undef	undef	loot	46075.02	I
0	0	3	740	I3	undef	undef	loot	46085.02	I
0	0	3	750	I3	undef	undef	loot	46095.02	I
0	0	3	760	I3	undef	undef	loot	46105.02	I
0	0	3	770	I3	undef	undef	loot	46115.02	I
0	0	3	780	I3	undef	undef	loot	46125.02	I
0	0	3	790	I3	undef	undef	loot	46135.02	I
0	0	0	800	I3	undef	undef	loot	46145.02	I
0	0	0	810	I3	undef	undef	loot	46155.02	I
0	0	2	820	I3	undef	undef	loot	46165.02	I
0	0	3	830	I3	undef	undef	loot	46175.02	I
0	0	3	840	I3	undef	undef	loot	46185.02	I
0	0	3	850	I3	undef	undef	loot	46195.02	I
0	0	3	860	I3	undef	undef	loot	46205.02	I
0	0	3	870	I3	undef	undef	loot	46215.02	I
0	0	3	880	I3	undef	undef	loot	46225.02	I
0	0	3	890	I3	undef	undef	loot	46235.02	I
0	0	3	900	I3	undef	undef	loot	46245.02	I
0	0	3	910	I3	undef	undef	loot	46255.02	I
0	0	3	920	I3	undef	undef	loot	46265.02	I
0	0	3	930	I3	undef	undef	loot	46275.02	I
0	0	3	940	I3	undef	undef	loot	46285.02	I
0	0	3	950	I3	undef	undef	loot	46295.02	I
0	0	3	960	I3	undef	undef	loot	46305.02	I
0	0	3	970	I3	undef	undef	loot	46315.02	I
0	0	3	980	I3	undef	undef	loot	46325.02	I
0	0	3	990	I3	undef	undef	loot	46335.02	I
0	0	3	1000	I3	undef	undef	loot	46345.02	I
0	0	3	1010	I3	undef	undef	loot	46355.02	I
0	0	2	1020	I3	undef	undef	loot	46365.02	I
0	0	0	1030	I3	undef	undef	loot	46375.02	I
0	0	2	1040	I3	undef	undef	loot	46385.02	I
0	0	3	1050	I3	undef	undef	loot	46395.02	I
0	0	3	1060	I3	undef	undef	loot	46405.02	I
0	0	3	1070	I3	undef	undef	loot	46415.02	I
0	0	3	1080	I3	undef	undef	loot	46425.02	I
0	0	3	1090	I3	undef	undef	loot	46435.02	I
0	0	3	1100	I3	undef	undef	loot	46445.02	I
0	0	3	1110	I3	undef	undef	loot	46455.02	I
0	0	3	1120	I3	undef	undef	loot	46465.02	I
0	0	3	1130	I3	undef	undef	loot	46475.02	I
0	0	3	1140	I3	undef	undef	loot	46485.02	I
0	0	3	1150	I3	undef	undef	loot	46495.02	I
0	0	3	1160	I3	undef	undef	loot	46505.02	I
0	0	1	1170	I3	undef	undef	loot	46515.02	I
0	0	0	1180	I3	undef	undef	loot	46525.02	I
0	0	1	1190	I3	undef	undef	loot	46535.02	I
0	0	3	1200	I3	undef	undef	loot	46545.02	I
0	0	3	1210	I3	undef	undef	loot	46555.02	I
0	0	3	1220	I3	undef	undef	loot	46565.02	I
0	0	3	1230	I3	undef	undef	loot	46575.02	I
0	0	3	1240	I3	undef	undef	loot	46585.02	I
0	0	3	1250	I3	undef	undef	loot	46595.02	I
0	0	3	1260	I3	undef	undef	loot	46605.02	I
0	0	3	1270	I3	undef	undef	loot	46615.02	I
0	0	3	1280	I3	undef	undef	loot	46625.02	I
0	0	3	1290	I3	undef	undef	loot	46635.02	I
0	0	3	1300	I3	undef	undef	loot	46645.02	I
0	0	3	1310	I3	undef	undef	loot	46655.02	I
0	0	3	1320	I3	undef	undef	loot	46665.02	I
0	0	3	1330	I3	undef	undef	loot	46675.02	I
0	0	3	1340	I3	undef	undef	loot	46685.02	I
0	0	3	1350	I3	undef	undef	loot	46695.02	I
0	0	3	1360	I3	undef	undef	loot	46705.02	I
0	0	3	1370	I3	undef	undef	loot	46715.02	I
0	0	3	1380	I3	undef	undef	loot	46725.02	I
0	0	3	1390	I3	undef	undef	loot	46735.02	I
0	0	3	1400	I3	undef	undef	loot	46745.02	I
0	0	3	1410	I3	undef	undef	loot	46755.02	I
0	0	3	1420	I3	undef	undef	loot	46765.02	I
0	0	3	1430	I3	undef	undef	loot	46775.02	I
0	0	3	1440	I3	undef	undef	loot	46785.02	I
0	0	3	1450	I3	undef	undef	loot	46795.02	I
0	0	3	1460	I3	undef	undef	loot	46805.02	I
0	0	3	1470	I3	undef	undef	loot	46815.02	I
0	0	3	1480	I3	undef	undef	loot	46825.02	I
0	0	3	1490	I3	undef	undef	loot	46835.02	I
0	0	3	1500	I3	undef	undef	loot	46845.02	I
0	0	3	1510	I3	undef	undef	loot	46855.02	I
0	0	3	1520	I3	undef	undef	loot	46865.02	I
0	0	3	1530	I3	undef	undef	loot	46875.02	I
0	0	3	1540	I3	undef	undef	loot	46885.02	I
0	0	3	1550	I3	undef	undef	loot	46895.02	I
0	0	3	1560	I3	undef	undef	loot	46905.02	I
0	0	3	1570	I3	undef	undef	loot	46915.02	I
0	0	3	1580	I3	undef	undef	loot	46925.02	I
0	0	3	0	I128	undef	undef	jacket	51393.058	I
0	0	3	10	I128	undef	undef	jacket	51403.058	I
0	0	4	20	I128	undef	undef	jacket	51413.058	I
0	0	2	30	I128	undef	undef	jacket	51423.058	I
0	0	3	40	I128	undef	undef	jacket	51433.058	I
0	0	3	50	I128	undef	undef	jacket	51443.058	I
0	0	4	60	I128	undef	undef	jacket	51453.058	I
0	0	2	70	I128	undef	undef	jacket	51463.058	I
0	0	3	80	I128	undef	undef	jacket	51473.058	I
0	0	4	90	I128	undef	undef	jacket	51483.058	I
0	0	1	100	I128	undef	undef	jacket	51493.058	I
0	0	1	110	I128	undef	undef	jacket	51503.058	I
0	0	4	120	I128	undef	undef	jacket	51513.058	I
0	0	3	130	I128	undef	undef	jacket	51523.058	I
0	0	2	140	I128	undef	undef	jacket	51533.058	I
0	0	4	150	I128	undef	undef	jacket	51543.058	I
0	0	3	160	I128	undef	undef	jacket	51553.058	I
0	0	2	170	I128	undef	undef	jacket	51563.058	I
0	0	3	180	I128	undef	undef	jacket	51573.058	I
0	0	4	190	I128	undef	undef	jacket	51583.058	I
0	0	3	200	I128	undef	undef	jacket	51593.058	I
0	0	2	210	I128	undef	undef	jacket	51603.058	I
0	0	4	220	I128	undef	undef	jacket	51613.058	I
0	0	3	230	I128	undef	undef	jacket	51623.058	I
0	0	2	240	I128	undef	undef	jacket	51633.058	I
0	0	4	250	I128	undef	undef	jacket	51643.058	I
0	0	3	260	I128	undef	undef	jacket	51653.058	I
0	0	3	270	I128	undef	undef	jacket	51663.058	I
0	0	3	280	I128	undef	undef	jacket	51673.058	I
0	0	3	290	I128	undef	undef	jacket	51683.058	I
0	0	2	300	I128	undef	undef	jacket	51693.058	I
0	0	3	310	I128	undef	undef	jacket	51703.058	I
0	0	4	320	I128	undef	undef	jacket	51713.058	I
0	0	3	330	I128	undef	undef	jacket	51723.058	I
0	0	3	340	I128	undef	undef	jacket	51733.058	I
0	0	3	350	I128	undef	undef	jacket	51743.058	I
0	0	3	360	I128	undef	undef	jacket	51753.058	I
0	0	3	370	I128	undef	undef	jacket	51763.058	I
0	0	3	380	I128	undef	undef	jacket	51773.058	I
0	0	3	390	I128	undef	undef	jacket	51783.058	I
0	0	2	400	I128	undef	undef	jacket	51793.058	I
0	0	3	410	I128	undef	undef	jacket	51803.058	I
0	0	4	420	I128	undef	undef	jacket	51813.058	I
0	0	3	430	I128	undef	undef	jacket	51823.058	I
0	0	3	440	I128	undef	undef	jacket	51833.058	I
0	0	3	450	I128	undef	undef	jacket	51843.058	I
0	0	3	460	I128	undef	undef	jacket	51853.058	I
0	0	3	470	I128	undef	undef	jacket	51863.058	I
0	0	3	480	I128	undef	undef	jacket	51873.058	I
0	0	3	490	I128	undef	undef	jacket	51883.058	I
0	0	3	500	I128	undef	undef	jacket	51893.058	I
0	0	3	510	I128	undef	undef	jacket	51903.058	I
0	0	3	520	I128	undef	undef	jacket	51913.058	I
0	0	3	530	I128	undef	undef	jacket	51923.058	I
0	0	3	540	I128	undef	undef	jacket	51933.058	I
0	0	3	550	I128	undef	undef	jacket	51943.058	I
0	0	3	560	I128	undef	undef	jacket	51953.058	I
0	0	3	570	I128	undef	undef	jacket	51963.058	I
0	0	3	580	I128	undef	undef	jacket	51973.058	I
0	0	3	590	I128	undef	undef	jacket	51983.058	I
0	0	3	600	I128	undef	undef	jacket	51993.058	I
0	0	3	610	I128	undef	undef	jacket	52003.058	I
0	0	0	620	I128	undef	undef	jacket	52013.058	I
0	0	0	630	I128	undef	undef	jacket	52023.058	I
0	0	2	640	I128	undef	undef	jacket	52033.058	I
0	0	3	650	I128	undef	undef	jacket	52043.058	I
0	0	3	660	I128	undef	undef	jacket	52053.058	I
0	0	3	670	I128	undef	undef	jacket	52063.058	I
0	0	3	680	I128	undef	undef	jacket	52073.058	I
0	0	3	690	I128	undef	undef	jacket	52083.058	I
0	0	3	700	I128	undef	undef	jacket	52093.058	I
0	0	3	710	I128	undef	undef	jacket	52103.058	I
0	0	3	720	I128	undef	undef	jacket	52113.058	I
0	0	3	730	I128	undef	undef	jacket	52123.058	I
0	0	3	740	I128	undef	undef	jacket	52133.058	I
0	0	3	750	I128	undef	undef	jacket	52143.058	I
0	0	3	760	I128	undef	undef	jacket	52153.058	I
0	0	3	770	I128	undef	undef	jacket	52163.058	I
0	0	3	780	I128	undef	undef	jacket	52173.058	I
0	0	0	790	I128	undef	undef	jacket	52183.058	I
0	0	2	800	I128	undef	undef	jacket	52193.058	I
0	0	3	810	I128	undef	undef	jacket	52203.058	I
0	0	3	820	I128	undef	undef	jacket	52213.058	I
0	0	3	830	I128	undef	undef	jacket	52223.058	I
0	0	3	840	I128	undef	undef	jacket	52233.058	I
0	0	3	850	I128	undef	undef	jacket	52243.058	I
0	0	3	860	I128	undef	undef	jacket	52253.058	I
0	0	3	870	I128	undef	undef	jacket	52263.058	I
0	0	3	880	I128	undef	undef	jacket	52273.058	I
0	0	3	890	I128	undef	undef	jacket	52283.058	I
0	0	3	900	I128	undef	undef	jacket	52293.058	I
0	0	3	910	I128	undef	undef	jacket	52303.058	I
0	0	3	920	I128	undef	undef	jacket	52313.058	I
0	0	3	930	I128	undef	undef	jacket	52323.058	I
0	0	3	940	I128	undef	undef	jacket	52333.058	I
0	0	3	950	I128	undef	undef	jacket	52343.058	I
0	0	3	960	I128	undef	undef	jacket	52353.058	I
0	0	0	970	I128	undef	undef	jacket	52363.058	I
0	0	0	980	I128	undef	undef	jacket	52373.058	I
0	0	2	990	I128	undef	undef	jacket	52383.058	I
0	0	3	1000	I128	undef	undef	jacket	52393.058	I
0	0	1	1010	I128	undef	undef	jacket	52403.058	I
0	0	0	1020	I128	undef	undef	jacket	52413.058	I
0	0	0	1030	I128	undef	undef	jacket	52423.058	I
0	0	0	1040	I128	undef	undef	jacket	52433.058	I
0	0	0	1050	I128	undef	undef	jacket	52443.058	I
0	0	0	1060	I128	undef	undef	jacket	52453.058	I
0	0	0	1070	I128	undef	undef	jacket	52463.058	I
0	0	0	1080	I128	undef	undef	jacket	52473.058	I
0	0	0	1090	I128	undef	undef	jacket	52483.058	I
0	0	1	1100	I128	undef	undef	jacket	52493.058	I
0	0	3	1110	I128	undef	undef	jacket	52503.058	I
0	0	3	1120	I128	undef	undef	jacket	52513.058	I
0	0	3	1130	I128	undef	undef	jacket	52523.058	I
0	0	3	1140	I128	undef	undef	jacket	52533.058	I
0	0	3	1150	I128	undef	undef	jacket	52543.058	I
0	0	3	1160	I128	undef	undef	jacket	52553.058	I
0	0	3	1170	I128	undef	undef	jacket	52563.058	I
0	0	3	1180	I128	undef	undef	jacket	52573.058	I
0	0	3	1190	I128	undef	undef	jacket	52583.058	I
0	0	3	1200	I128	undef	undef	jacket	52593.058	I
0	0	3	1210	I128	undef	undef	jacket	52603.058	I
0	0	3	1220	I128	undef	undef	jacket	52613.058	I
0	0	3	1230	I128	undef	undef	jacket	52623.058	I
0	0	3	1240	I128	undef	undef	jacket	52633.058	I
0	0	3	1250	I128	undef	undef	jacket	52643.058	I
0	0	3	1260	I128	undef	undef	jacket	52653.058	I
0	0	3	1270	I128	undef	undef	jacket	52663.058	I
0	0	3	1280	I128	undef	undef	jacket	52673.058	I
0	0	3	1290	I128	undef	undef	jacket	52683.058	I
0	0	3	1300	I128	undef	undef	jacket	52693.058	I
0	0	3	1310	I128	undef	undef	jacket	52703.058	I
0	0	3	1320	I128	undef	undef	jacket	52713.058	I
